Date,Title,img_path,Caption,Colours,Style,Subject,Keywords,Category,img_alt,Width,Height
2024-07-26,Food here has been so good,240726_food-here-has_0.jpg,"A minimal watercolor painting depicting a mountain range or islands on the horizon, rendered in warm earth tones against a pale sky with subtle blue-grey shadows beneath","['Raw sienna', 'Burnt umber', 'Pale blue-grey', 'White (paper)', 'Navy blue (shadows)']","Minimalist watercolor sketch/study with loose, impressionistic qualities","A simplified landscape showing three connected mountainous forms or islands in a horizontal composition, suggesting a distant horizon or coastline","['watercolor', 'landscape', 'mountains', 'minimal', 'horizon', 'sketch', 'nature', 'seascape', 'islands', 'earth tones', 'impressionistic', 'simple', 'peaceful', 'atmospheric']",Blog,,340.0,255.0
2024-07-26,Some very serious reading going on,240726_some-very-serious_0.jpg,"An open sketchbook displaying two quick gestural drawings of figures looking down, seemingly at phones or books. Both sketches show the subjects wearing glasses and are captured in a loose, continuous line drawing style.","['Black', 'Off-white/cream (paper)', 'Subtle grey from pen strokes']","['Gestural drawing', 'Continuous line drawing', 'Quick sketch', 'Minimalist', 'Urban sketching']","Two similar sketches of people in contemplative poses, looking downward at what appears to be mobile devices or books. The drawings capture a common modern scene of people absorbed in their personal devices.","['sketch', 'line drawing', 'gestural', 'contemporary life', 'urban sketching', 'technology', 'reading', 'observation', 'daily life', 'minimalist art', 'pen drawing', 'figure study']",Blog,,340.0,255.0
2024-07-25,Sending a whoooooole bunch of my postcards today,240725_sending-a-whoooooole_0.jpg,"A collection of watercolor sketches and illustrations arranged on a wooden surface. The pieces include various scenes from what appears to be Singapore, including Marina Bay Sands, scooter/motorcycle drawings, a red Vespa, a Coca-Cola bottle, landscape scenes, and a giraffe illustration. The artwork appears to be travel journal or sketchbook style drawings.","['Blue', 'Red', 'Brown', 'Grey', 'Green', 'Orange', 'Black', 'White']","Urban sketching/Travel journal illustration style with a combination of loose watercolor techniques and line drawings. The artwork has a casual, spontaneous feel typical of on-location sketching.","A series of travel-themed illustrations featuring Singapore landmarks, transportation elements, and casual everyday scenes. The collection appears to document travel experiences or memories through artistic interpretation.","['Travel sketches', 'Urban sketching', 'Watercolor', 'Singapore', 'Marina Bay Sands', 'Scooter', 'Vespa', 'Coca-Cola', 'Architecture', 'Travel journal', 'Illustration', 'Giraffe', 'Landscape', 'Mixed media', 'Documentary art']",Blog,,340.0,255.0
2024-07-19,Pretty sparkling day at the beach in Nha Trang,240719_pretty-sparkling-day_0.jpg,"A delicate watercolor sketch of a coastal scene showing a beach with distant green hills or islands across the water. Two small figures are suggested on the sandy beach. The scene is minimal and atmospheric, held in a sketchbook with binder clips visible.","['Pale blue (sky and water)', 'Green (hills/islands)', 'Sandy beige/yellow (beach)', 'White (paper/highlights)', 'Grey-blue (water reflections)']","Loose watercolor sketch, impressionistic, minimalist landscape study","Coastal seascape featuring a beach view with distant islands or hills, calm waters, and tiny figures providing scale on the shoreline","['watercolor', 'seascape', 'beach', 'coastal', 'landscape', 'sketch', 'minimal', 'ocean', 'islands', 'plein air', 'nature', 'seaside', 'atmospheric', 'beach scene', 'shoreline']",Blog,,340.0,453.0
2024-07-18,Sitting in a lovely space,240718_sitting-in-a_0.jpg,A pen and ink sketch showing a small tree or bush growing in a raised planter box. The scene appears to be on a terrace or balcony with a view of distant mountains or hills on the horizon. The drawing uses hatching and line work to create depth and texture.,"['Black', 'White', 'Grey (through hatching technique)']","['Sketch art', 'Urban sketching', 'Line drawing', 'Pen and ink illustration', 'Observational drawing']","A potted tree or shrub on what appears to be a terrace or balcony setting, with a landscape view in the background featuring mountains or hills","['sketch', 'tree', 'planter', 'landscape', 'mountains', 'ink drawing', 'hatching', 'terrace', 'botanical', 'urban sketch', 'line art', 'nature', 'architecture', 'perspective', 'outdoor scene']",Blog,,340.0,453.0
2024-07-14,Escaping the Hu rain in a lovely bar,240714_escaping-the-hu_0.jpg,"A black and white sketch of a bar or cafe interior showing bar stools, counter space, and a standing figure. The scene includes decorative elements on the walls, what appears to be lighting fixtures, and architectural details. The perspective shows depth with careful attention to shadows and spatial relationships.","['Black', 'White', 'Grey (through shading)', 'Paper natural tone']","['Urban sketch', 'Architectural illustration', 'Freehand drawing', 'Line art', 'Observational sketch']","Interior scene of what appears to be a bar or cafe, capturing the atmospheric details of the space including furniture, architectural elements, and spatial layout","['bar sketch', 'interior drawing', 'architectural illustration', 'urban sketching', 'bar stools', 'counter', 'cafe interior', 'pen drawing', 'black and white', 'perspective drawing', 'ambient space', 'hospitality sketch']",Blog,,340.0,255.0
2024-07-14,Rain rain go away,240714_130013_0.jpg,"A black and white sketch of an interior architectural space showing detailed doorways, columns, and a window. The drawing features strong linear elements with crosshatching for shading and depth. The perspective shows what appears to be a hallway or entrance area with paneled doors and decorative architectural details.","['Black', 'White', 'Grey (through hatching technique)']",Architectural sketch/Urban sketching with emphasis on linear perspective and hatching techniques,"Interior architectural details featuring classical elements including paneled doors, columns, and a window view. The drawing emphasizes spatial relationships and architectural details through careful linework and shading.","['architectural sketch', 'interior drawing', 'columns', 'doorway', 'perspective drawing', 'hatching', 'black and white', 'linear sketch', 'architectural details', 'urban sketching', 'classical architecture', 'paneled doors', 'window view']",Blog,,340.0,255.0
2024-07-11,Last full day in Hanoi,240711_last-full-day_0.jpg,"A watercolor sketch of a traditional East Asian temple or shrine pavilion featuring upturned eaves, a hanging bell, and stone steps. The scene is set against a backdrop of green trees with hints of blue sky and coral sunset colors. The architecture shows traditional Chinese/Japanese design elements with a covered platform area and ornate roof details.","['Olive green', 'Yellow ochre', 'Grey', 'Brown', 'Light blue', 'Coral pink', 'White']",Urban sketching/Architectural illustration in loose watercolor style with ink linework,"A traditional East Asian temple bell pavilion with characteristic architectural features including upturned roof corners, wooden posts, and a central hanging bell. The composition emphasizes architectural perspective and spatial depth.","['Temple architecture', 'Asian architecture', 'Watercolor sketch', 'Temple bell', 'Pavilion', 'Urban sketching', 'Traditional architecture', 'Architectural illustration', 'Heritage building', 'Oriental design', 'Temple grounds', 'Plein air', 'Travel sketch']",Blog,,340.0,363.0
2024-07-10,H Long Bay,240710_had-another-crack_0.jpg,"A watercolor painting depicting a person looking out over a river or waterway, where a barge or boat can be seen in the distance. The scene is viewed through what appears to be a window or opening, with a table in the foreground containing a vase with orange flowers and what might be a plate or dish. The background shows green hills or trees and a blue sky with clouds.","['Brown (for figure and table)', 'Blue (sky and water)', 'Green (foliage)', 'Orange (flowers)', 'Grey/White (boat)', 'Beige/Tan (skin tones)']","Casual watercolor sketch/illustration, loose naturalistic style with simple lines and watercolor washes","A contemplative scene showing someone viewing a maritime landscape through a window, featuring both interior and exterior elements in a single composition","['watercolor', 'river scene', 'boat', 'window view', 'interior', 'still life', 'landscape', 'contemplative', 'maritime', 'flowers', 'vase', 'peaceful', 'observation']",Blog,,340.0,255.0
2024-07-09,Beating the heat,240709_beating-the-heat_0.jpg,"A watercolor sketch of a cafe or bar scene showing two figures at a counter. The interior features shelving with bottles in the background, a counter with a register or equipment, bar stools, and a vase of pink flowers adding a pop of color to the predominantly green-toned scene. The figure on the left wears overalls or an apron with crossed straps on the back.","['Olive green', 'Sage green', 'Pink (flowers)', 'Brown (wooden surface)', 'Beige', 'Black (line work)']","['Urban sketch', 'Loose watercolor', 'Quick gestural drawing', 'Illustrated journal', 'On-location sketching']","An informal cafe or bar interior scene capturing a quiet moment between staff or customers at a counter, with emphasis on the architectural elements and casual atmosphere","['cafe', 'watercolor', 'urban sketch', 'interior', 'bar scene', 'counter', 'flowers', 'shelving', 'casual', 'hospitality', 'sketching', 'atmospheric', 'journal art', 'green', 'daily life']",Blog,,340.0,350.0
2024-05-08,Even more uggs,240508_even-more-uggs_0.jpg,"A watercolor painting of a pair of yellow or tan leather boots on a light blue background. The boots are rendered with loose brushstrokes showing highlights and shadows, suggesting a casual, sketch-like quality to the artwork.","['Ochre yellow', 'Light blue', 'White', 'Tan', 'Brown shadows', 'Grey (for details)']","Loose watercolor sketch/study, impressionistic, observational painting","A pair of casual ankle boots or desert boots, possibly suede or leather, positioned at an angle showing both front and side views","['watercolor', 'boots', 'shoes', 'still life', 'fashion illustration', 'footwear', 'sketch', 'study', 'casual art', 'desert boots', 'ankle boots', 'fashion art', 'accessories']",Blog,,340.0,453.0
2024-05-07,I got a Thambili at the market,240507_i-got-a_0.jpg,"A watercolor sketch of a yellow apple or similar round fruit, rendered with loose brushstrokes and showing light and shadow. The fruit casts a purple shadow beneath it. The artwork is clipped to what appears to be a white paper or sketchbook with black binder clips visible at the edges.","['Yellow ochre', 'Brown', 'Purple', 'White (paper)', 'Black (clips)', 'Beige/tan tones']","['Loose watercolor sketch', 'Quick study', 'Impressionistic', 'Observational drawing']","A single apple or round fruit with a short stem, depicted from a slightly elevated angle with a cast shadow","['watercolor', 'fruit', 'apple', 'sketch', 'still life', 'study', 'yellow', 'purple', 'shadow', 'botanical', 'loose painting', 'sketchbook', 'nature study']",Blog,,340.0,453.0
2024-04-27,Maybe I should get pink uggs,240427_maybe-i-should_0.jpg,"A watercolor painting of a pair of pink ballet pointe shoes, depicted with soft shading and a subtle green shadow. The shoes are rendered with delicate brushstrokes showing the characteristic shape and form of ballet slippers.","['Pink (various shades)', 'Rose', 'Sage green', 'White', 'Grey (for shadows)']","['Loose watercolor', 'Impressionistic', 'Gestural', 'Quick study', 'Observational painting']","A pair of ballet pointe shoes, positioned at a slight angle with their openings visible, cast against a white background with a gentle green shadow","['Ballet', 'Pointe shoes', 'Dance', 'Watercolor', 'Pink', 'Performance art', 'Classical dance', 'Dance equipment', 'Art study', 'Dance accessories']",Blog,,340.0,453.0
2024-04-25,Its getting cold,240425_its-getting-cold_0.jpg,"A watercolor sketch of yellow boots or rain boots lying on their side against a blue background with a subtle purple shadow. The boots are rendered with loose, gestural brushstrokes showing highlights and shadows in the rubber material.","['Yellow ochre', 'Cobalt blue', 'Light purple', 'White (paper)', 'Gray (shadows)']","Quick watercolor sketch/study, loose impressionistic style with gestural brushwork","A pair of rubber boots or wellington boots lying on their side, appearing to be well-worn or broken in, showing natural folds and creases in the material","['watercolor', 'boots', 'wellington boots', 'rubber boots', 'rain gear', 'still life', 'sketch', 'yellow', 'blue', 'casual art', 'study', 'everyday objects', 'footwear']",Blog,,340.0,255.0
